deepitem,qid,choice,answer,dectime,shrunkenbeta,shrunkendelta,numb,ipaddress,,,roughorder,nomath,byhand,head,calculator,spreadsheet,otherapp,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q81_8,Q90_2,Q90_3,Q90_4,Q90_5,Q90_6,Q90_7,Q90_8,Q90_1,Q126_1,Q126_2,satisfaction,confidence,effort,percentconf1,percentconf2,imp_namelook,imp_intro,imp_period,imp_stdint,imp_annual,Q113,Q115,Q117,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q116,Q118,Q120,Q154,Q129,Q131,Q135,Q137,Q139_3,Q141_1,Q145,Q147,Q149,Q151,unusual,unusualtext,Q179,Q177,Q169,Q173,LocationLatitude,LocationLongitude,starttime,endtime,beta,dailyrate,annualfactor,new_beta,r02,new_annualfactor
1,0,1,2,4.462,1.058589,0,121,71.67.181.126,71.67.181.126,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.462},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.249},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":5.405},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":12.118},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":0,""answer"":1,""responseTime"":4.397},{""id"":655363,""beta"":0.9370147,""discountRate"":0.008365282,""choice"":1,""answer"":2,""responseTime"":5.291},{""id"":671747,""beta"":0.9358455,""discountRate"":0.00652696,""choice"":1,""answer"":2,""responseTime"":8.258},{""id"":679939,""beta"":0.9814872,""discountRate"":0.006759908,""choice"":1,""answer"":2,""responseTime"":4.701},{""id"":684035,""beta"":0.9815459,""discountRate"":0.0053348119999999995,""choice"":1,""answer"":2,""responseTime"":5.267},{""id"":686083,""beta"":1.007468,""discountRate"":0.005507735,""choice"":1,""answer"":2,""responseTime"":3.976},{""id"":687107,""beta"":1.026151,""discountRate"":0.0056287260000000006,""choice"":1,""answer"":2,""responseTime"":4.573},{""id"":687619,""beta"":1.04054,""discountRate"":0.0057199009999999995,""choice"":1,""answer"":2,""responseTime"":3.996},{""id"":687875,""beta"":1.052118,""discountRate"":0.005791927}]",11,0,0,1,0,0,0,7,6,1,3,6,1,4,3,4,6,6,4,6,7,6,7,13,11,5,5,5,10,9,0,8,2,50,40,500,10,0.1,4,4,4,8,1,1,1,1,5,1,10,7,5,1,1,1,5,2,4,6,3,4,3,2,NA,1,2,2,100,39.042801,-82.647202,43600.33373,43600.34,0.98932493,0.004192731,0.290904902,1.029718466,0.006128655,0.163144463
1,0,1,2,7.727,1.058589,0,133,73.169.252.53,73.169.252.53,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":7.727},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.366},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.623},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":6.144},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.543},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":4.071},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.391},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":6.183},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.535},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":3.08},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":6.527},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":1,""answer"":2,""responseTime"":8.52},{""id"":749315,""beta"":1.050115,""discountRate"":0.003411734}]",12,0,1,0,1,0,0,6,4,5,5,2,4,3,3,5,3,6,2,4,5,3,6,12,14,3,4,5,8,8,0,14,16,60,10,500,1,0.01,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,5,8,3,5,3,4,3,2,NA,2,2,2,5000,47.024002,-122.7827,43600.33391,43600.341,0.986213293,0.003000777,0.363364723,0.999854453,0.003024005,0.355391605
1,0,0,1,5.305,0.6703449,0.05,145,220.158.140.33,220.158.140.33,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":5.305},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":3.378},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":1,""answer"":2,""responseTime"":2.276},{""id"":393217,""beta"":2,""discountRate"":0.03338353,""choice"":0,""answer"":1,""responseTime"":6.483},{""id"":393218,""beta"":0.7481733,""discountRate"":0.01357616,""choice"":1,""answer"":2,""responseTime"":4.923},{""id"":425986,""beta"":0.6607886000000001,""discountRate"":0.008532645,""choice"":0,""answer"":1,""responseTime"":2.551},{""id"":425987,""beta"":0.4857079,""discountRate"":0.0054722550000000005,""choice"":0,""answer"":1,""responseTime"":3.474},{""id"":425988,""beta"":0.5382473,""discountRate"":0.009257107,""choice"":1,""answer"":2,""responseTime"":4.782},{""id"":430084,""beta"":0.6005244000000001,""discountRate"":0.01020981,""choice"":0,""answer"":1,""responseTime"":2.645},{""id"":430085,""beta"":0.6258023,""discountRate"":0.01275247,""choice"":1,""answer"":2,""responseTime"":3.068},{""id"":431109,""beta"":0.6228333,""discountRate"":0.010572419999999999,""choice"":1,""answer"":2,""responseTime"":2.172},{""id"":431621,""beta"":0.6338401,""discountRate"":0.009502314999999999,""choice"":1,""answer"":2,""responseTime"":2.803},{""id"":431877,""beta"":0.6348373,""discountRate"":0.008010901}]",13,0,1,0,0,0,0,3,4,5,4,5,3,4,5,5,3,4,5,5,5,4,3,11,13,5,3,4,2,1,8,22,30,17,23,750,300,100,1,1,1,4,1,1,1,1,1,1,4,4,1,1,1,1,4,4,3,7,3,1,1,2,NA,2,2,1,3,11.100006,77.350006,43600.33235,43600.342,0.838087084,0.007683,0.18369426,0.703610414,0.006968503,0.126018874
1,0,0,1,3.188,0.6703449,0.05,157,196.17.64.116,196.17.64.116,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":3.188},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":1.244},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":1.327},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.15},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.971},{""id"":196611,""beta"":0.1269409,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.863},{""id"":196612,""beta"":0.10363850000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.806},{""id"":196613,""beta"":0.06416344,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.653},{""id"":200709,""beta"":0.10028,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.83},{""id"":200710,""beta"":0.09071896,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.726},{""id"":200711,""beta"":0.08807884,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.35},{""id"":201223,""beta"":0.09549762,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.271},{""id"":201224,""beta"":0.06967085,""discountRate"":0}]",14,0,1,0,0,0,0,6,5,6,6,5,6,7,4,6,6,5,6,6,7,5,7,11,12,5,5,5,5,1,28,17,26,22,7,100,100,100,1,1,4,8,6,4,5,4,4,1,7,4,4,1,1,1,4,7,3,5,4,2,3,2,NA,2,2,2,2,34.054398,-118.244,43600.33589,43600.342,0.141179314,0.004217327,0.45125518,0.490169176,0.004739539,0.243615458
1,0,1,2,3.389,1.058589,0,169,73.79.108.135,73.79.108.135,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.389},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.881},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.796},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":1.918},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.862},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.352},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":1.587},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":2.562},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":1.68},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":1.594},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":1.805},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":1.592},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",15,0,0,1,0,0,0,5,5,2,5,1,2,2,2,5,3,6,3,5,5,2,5,10,12,5,5,6,10,10,1,30,28,30,11,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,5,8,4,6,5,4,3,2,NA,2,2,2,500,40.024796,-79.080803,43600.33868,43600.342,0.985284215,0.001565837,0.59495071,0.97178606,0.001519169,0.599664716
1,0,1,2,3.272,1.058589,0,181,70.116.107.22,70.116.107.22,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.272},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.263},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":2.107},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":3.825},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.718},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.192},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.482},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":2.741},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.477},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":4.295},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":4.342},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":2.005},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",16,0,0,1,0,0,0,4,3,2,3,4,4,5,2,5,5,5,2,4,6,2,3,13,9,3,3,5,6,6,2,15,13,50,20,500,10,0.1,4,4,4,8,1,1,4,6,1,1,7,7,6,1,1,1,4,3,3,5,5,4,3,2,NA,2,2,2,1000,31.903305,-106.417,43600.33881,43600.343,0.988650431,0.00443042,0.218247637,1.020909781,0.004550274,0.206490802
1,0,0,1,2.237,0.6703449,0.05,193,142.11.209.13,142.11.209.13,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":2.237},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":1.789},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":1,""answer"":2,""responseTime"":1.413},{""id"":393217,""beta"":2,""discountRate"":0.03338353,""choice"":1,""answer"":2,""responseTime"":1.231},{""id"":458753,""beta"":2,""discountRate"":0.03338227,""choice"":0,""answer"":1,""responseTime"":1.446},{""id"":458754,""beta"":2,""discountRate"":0.0395193,""choice"":1,""answer"":2,""responseTime"":1.352},{""id"":475138,""beta"":2,""discountRate"":0.03951801,""choice"":0,""answer"":1,""responseTime"":1.62},{""id"":475139,""beta"":2,""discountRate"":0.03998752,""choice"":1,""answer"":2,""responseTime"":1.199},{""id"":479235,""beta"":2,""discountRate"":0.03998695,""choice"":0,""answer"":1,""responseTime"":1.294},{""id"":479236,""beta"":1.127292,""discountRate"":0.03011646,""choice"":0,""answer"":1,""responseTime"":0.997},{""id"":479237,""beta"":1.1759789999999999,""discountRate"":0.03520464,""choice"":1,""answer"":2,""responseTime"":0.967},{""id"":479749,""beta"":1.198321,""discountRate"":0.03544328,""choice"":1,""answer"":2,""responseTime"":0.926},{""id"":480005,""beta"":1.1558089999999999,""discountRate"":0.029886930000000003}]",17,0,0,1,0,0,0,6,5,5,5,3,4,3,4,3,4,3,5,5,6,4,4,10,12,2,2,3,3,4,26,17,17,20,20,1000,1000,10,4,1,4,8,4,4,1,1,1,5,8,7,4,1,1,1,4,5,3,5,3,2,2,2,NA,1,1,1,0,47.490204,-122.3004,43600.34068,43600.343,0.986672002,0.017627711,0.066797074,0.998302853,0.006332726,0.254942941
1,0,1,2,4.153,1.058589,0,205,98.212.221.86,98.212.221.86,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.153},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.338},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":0,""answer"":1,""responseTime"":1.16},{""id"":524290,""beta"":0.6133917,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.546},{""id"":524291,""beta"":0.48805699999999996,""discountRate"":0.000002703294,""choice"":0,""answer"":1,""responseTime"":1.466},{""id"":524292,""beta"":0.4202028,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.39},{""id"":540676,""beta"":0.4631097,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.107},{""id"":548868,""beta"":0.500453,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.732},{""id"":552964,""beta"":0.533185,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.581},{""id"":555012,""beta"":0.5416576000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.553},{""id"":556036,""beta"":0.5487595,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.544},{""id"":556548,""beta"":0.5804569,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":2.128},{""id"":556804,""beta"":0.6071099,""discountRate"":0}]",18,1,0,0,0,0,0,3,5,2,2,2,2,7,4,3,3,6,1,7,6,1,7,14,14,6,6,6,9,8,20,20,20,20,20,500,10,1,5,1,1,8,1,4,4,1,1,4,4,7,4,1,2,1,4,5,3,6,5,2,1,2,NA,1,2,2,5,41.3629,-89.427002,43600.34152,43600.344,0.890985012,0.002929532,0.4833405,0.801685785,0.0027353,0.401344746
1,0,1,2,1.796,1.058589,0,217,73.79.108.135,73.79.108.135,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":1.796},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.048},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.246},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":1.389},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":1.518},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":2.066},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":1.469},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":0,""answer"":1,""responseTime"":4.856},{""id"":737284,""beta"":0.8303126,""discountRate"":0.0016411000000000002,""choice"":1,""answer"":2,""responseTime"":1.974},{""id"":739332,""beta"":0.8767039,""discountRate"":0.002207189,""choice"":1,""answer"":2,""responseTime"":1.557},{""id"":740356,""beta"":0.9054093,""discountRate"":0.00253871,""choice"":1,""answer"":2,""responseTime"":2.642},{""id"":740868,""beta"":0.9012683,""discountRate"":0.0018118199999999998,""choice"":1,""answer"":2,""responseTime"":1.65},{""id"":741124,""beta"":0.9208447999999999,""discountRate"":0.0020501300000000003}]",19,0,0,1,0,0,0,5,5,1,5,3,4,3,2,5,3,5,2,5,5,2,4,11,12,6,6,6,10,10,1,20,30,34,15,500,10,0.1,4,4,4,8,1,1,5,1,1,1,7,7,6,1,1,1,5,8,4,6,5,4,3,2,NA,2,2,2,500,40.024796,-79.080803,43600.34266,43600.345,0.96120428,0.002592856,0.460528145,0.921869445,0.002398835,0.441335036
1,0,0,1,2.007,0.6703449,0.05,229,72.46.128.186,72.46.128.186,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":2.007},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":1.174},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":0.903},{""id"":262146,""beta"":1.03663,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":0.983},{""id"":262147,""beta"":0.8136899000000001,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":1.159},{""id"":262148,""beta"":0.47464809999999996,""discountRate"":0.02268032,""choice"":1,""answer"":2,""responseTime"":1.071},{""id"":278532,""beta"":0.36445849999999996,""discountRate"":0.005212816,""choice"":1,""answer"":2,""responseTime"":1.127},{""id"":286724,""beta"":0.32709099999999997,""discountRate"":0.001060622,""choice"":0,""answer"":1,""responseTime"":1.015},{""id"":286725,""beta"":0.2778897,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.999},{""id"":286726,""beta"":0.2687083,""discountRate"":0.0012041200000000001,""choice"":1,""answer"":2,""responseTime"":1.031},{""id"":287750,""beta"":0.3116823,""discountRate"":0.002567856,""choice"":0,""answer"":1,""responseTime"":1.111},{""id"":287751,""beta"":0.3119465,""discountRate"":0.005330688,""choice"":0,""answer"":1,""responseTime"":1.047},{""id"":287752,""beta"":0.2816843,""discountRate"":0.00446859}]",20,0,0,0,1,1,0,3,5,6,4,4,5,5,6,3,7,6,4,6,4,6,5,11,12,2,2,4,3,4,17,9,13,47,14,1000,10,100,5,1,5,7,1,5,1,1,1,1,8,8,4,1,1,1,4,5,4,5,3,4,3,2,NA,1,2,1,1,37.751007,-97.821999,43600.3415,43600.345,0.25990527,0.005058461,0.327630762,0.478571012,0.003507595,0.371339259
1,0,1,2,3.507,1.058589,0,241,108.197.229.66,108.197.229.66,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":3.507},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.614},{""id"":786432,""beta"":1.582166,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":5.087},{""id"":786433,""beta"":0.9940593,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.795},{""id"":786434,""beta"":0.9393092,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.651},{""id"":786435,""beta"":0.9062325,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.727},{""id"":786436,""beta"":0.8820481,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.875},{""id"":786437,""beta"":0.8634191,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.423},{""id"":786438,""beta"":0.8477049000000001,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":2.163},{""id"":786439,""beta"":0.8340056,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.883},{""id"":786440,""beta"":0.8227517,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":3.563},{""id"":786952,""beta"":0.8592181,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.887},{""id"":786953,""beta"":0.8510566,""discountRate"":0.000009795641}]",21,0,0,1,0,0,0,7,1,1,7,7,7,7,7,4,4,7,1,7,7,7,7,14,8,6,6,6,9,8,0,35,25,30,10,500,10,1,4,4,4,8,4,1,5,5,1,1,7,7,5,1,1,1,4,5,13,6,5,2,3,2,NA,1,2,2,10000,42.046906,-88.105103,43600.34137,43600.346,0.947108433,0.003225231,0.473313447,0.895746243,0.003435158,0.355705642
1,0,1,2,4.997,1.058589,0,253,159.140.252.102,159.140.252.102,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":4.997},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.341},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":1.576},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":1.67},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":2.043},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":1,""answer"":2,""responseTime"":1.382},{""id"":704514,""beta"":2,""discountRate"":0.01101651,""choice"":1,""answer"":2,""responseTime"":3.396},{""id"":712706,""beta"":2,""discountRate"":0.011016479999999999,""choice"":0,""answer"":1,""responseTime"":1.515},{""id"":712707,""beta"":1.872258,""discountRate"":0.01346874,""choice"":0,""answer"":1,""responseTime"":1.429},{""id"":712708,""beta"":1.013237,""discountRate"":0.007638669999999999,""choice"":0,""answer"":1,""responseTime"":2.369},{""id"":712709,""beta"":1.047353,""discountRate"":0.009079387000000001,""choice"":0,""answer"":1,""responseTime"":1.989},{""id"":712710,""beta"":0.9795830999999999,""discountRate"":0.008690359,""choice"":1,""answer"":2,""responseTime"":1.878},{""id"":712966,""beta"":0.9749491,""discountRate"":0.008035312}]",22,0,0,1,0,0,0,5,6,2,6,2,1,1,5,7,5,5,5,2,6,1,7,14,14,5,6,6,9,10,60,20,5,5,10,500,10,0.1,4,4,4,8,1,1,4,1,1,1,7,7,6,1,1,1,4,3,11,5,2,4,3,2,NA,2,2,2,10000,38.959198,-94.5961,43600.34459,43600.347,0.974545087,0.007298674,0.143646231,0.972138974,0.007016039,0.108464482
1,0,1,2,8.006,1.058589,0,265,72.80.116.107,72.80.116.107,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":8.006},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":3.703},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":3.263},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":8.431},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":2.999},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":0,""answer"":1,""responseTime"":5.215},{""id"":688131,""beta"":1.923943,""discountRate"":0.01665325,""choice"":0,""answer"":1,""responseTime"":4.768},{""id"":688132,""beta"":1.0020339999999999,""discountRate"":0.010162580000000001,""choice"":0,""answer"":1,""responseTime"":3.928},{""id"":688133,""beta"":1.032117,""discountRate"":0.01171234,""choice"":1,""answer"":2,""responseTime"":6.328},{""id"":690181,""beta"":1.022311,""discountRate"":0.01016582,""choice"":1,""answer"":2,""responseTime"":6.512},{""id"":691205,""beta"":1.054468,""discountRate"":0.01036679,""choice"":0,""answer"":1,""responseTime"":7.721},{""id"":691206,""beta"":0.989931,""discountRate"":0.009967797,""choice"":1,""answer"":2,""responseTime"":4.391},{""id"":691462,""beta"":0.98237,""discountRate"":0.009055532}]",23,1,0,0,0,0,0,3,5,1,4,4,4,4,2,3,3,5,5,5,4,4,4,14,14,4,1,4,6,6,0,30,10,30,30,500,10,0.001,4,4,4,8,1,1,4,5,1,1,7,7,6,1,1,2,5,8,3,5,3,4,1,1,Need to hover over them to view the content,1,2,2,1,40.597794,-74.000099,43600.34128,43600.349,0.97633119,0.008153026,0.102197613,0.945125692,0.006383853,0.158637413
1,0,0,1,1.829,0.6703449,0.05,277,157.51.74.238,157.51.74.238,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":1.829},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":1.597},{""id"":2,""beta"":0,""discountRate"":0.009391811,""choice"":1,""answer"":2,""responseTime"":0.949},{""id"":131074,""beta"":0.1488836,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":0.989},{""id"":196610,""beta"":0.19952630000000002,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.119},{""id"":196611,""beta"":0.1269409,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":1.061},{""id"":196612,""beta"":0.10363850000000001,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.039},{""id"":204804,""beta"":0.1383543,""discountRate"":0,""choice"":1,""answer"":2,""responseTime"":1.071},{""id"":208900,""beta"":0.1812959,""discountRate"":0.001386716,""choice"":1,""answer"":2,""responseTime"":1.013},{""id"":210948,""beta"":0.1777411,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":0.903},{""id"":210949,""beta"":0.163852,""discountRate"":0.0018374709999999998,""choice"":1,""answer"":2,""responseTime"":1.056},{""id"":211461,""beta"":0.1839475,""discountRate"":0.002774081,""choice"":1,""answer"":2,""responseTime"":0.932},{""id"":211717,""beta"":0.2390014,""discountRate"":0.0052849659999999994}]",24,0,1,1,1,0,0,5,6,7,7,6,6,6,5,6,6,6,6,4,7,5,5,13,12,5,5,4,7,9,3,15,22,30,30,10,100,40,4,4,1,7,1,4,4,1,1,4,7,8,4,1,1,1,4,4,11,6,4,2,1,2,NA,1,1,1,150,10.990997,76.966705,43600.34628,43600.349,0.542171876,0.00672835,0.280468473,0.627989245,0.00652897,0.138685412
