V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,path,Q99,DEEPTIME12,Mathbyhand,Nomath,Calculator,Spreadsheet,Mathinhead,Otherapp,totalhelp,Q94_1,Q94_3,Q94_4,Q94_5,Q94_6,Q96_1,Q98_1,bag,Q44,lowgal,Q45,avail,lossav_1,lossav_2,lossav_3,lossav_4,lossav_5,lossav_6,lossav_7,halfway,flugain,fluloss,discmo_1,discmo_2,discmo_3,discmo_4,discmo_5,discmo_6,discmo_7,discmo_8,discmo_9,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q46_9,discyr_1,discyr_2,discyr_3,discyr_4,discyr_5,discyr_6,discyr_7,discyr_8,discyr_9,discdec_1,discdec_2,discdec_3,discdec_4,discdec_5,discdec_6,discdec_7,discdec_8,discdec_9,hidiscmo_1,hidiscmo_2,hidiscmo_3,hidiscmo_4,hidiscmo_5,hidiscmo_6,hidiscmo_7,hidiscmo_8,hidiscmo_9,hidiscyr_1,hidiscyr_2,hidiscyr_3,hidiscyr_4,hidiscyr_5,hidiscyr_6,hidiscyr_7,hidiscyr_8,hidiscyr_9,hidiscdec_1,hidiscdec_2,hidiscdec_3,hidiscdec_4,hidiscdec_5,hidiscdec_6,hidiscdec_7,hidiscdec_8,hidiscdec_9,lastpage,discbonus,discfee,pd_offer,pd_accept,ClassPerf,Q100,Q38,Q39,Q42,Q102,Q104,Q106_3,Q40,LocationLatitude,LocationLongitude,LocationAccuracy,StartDate,EndDate,IPAddress,betaunshrunken,deltaunshrunken,,beta_unskew,beta,dailyrate,annualfactor,id_prevmerge,expname.1_prevmerge,ip.1_prevmerge,boxesopened_prevmerge,numopened_prevmerge,id2_prevmerge,searchtime_prevmerge,trial_prevmerge,sqrtboxopen_prevmerge,correct_prevmerge,logsearchtime_prevmerge,sqrtsearchtime_prevmerge,searchtime_withoutliers_prevmerge,ipaddress,serial,new_beta,new_r,new_delta
R_2wbG06ocIehA2Vk,Default Response Set,Anonymous,,,158.222.149.6,0,1/28/2019 13:06,1/28/2019 13:36,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":13.035},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":6.348},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":14.419},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":6.176},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":7.461},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":1,""answer"":2,""responseTime"":8.097},{""id"":704514,""beta"":2,""discountRate"":0.01101651,""choice"":0,""answer"":1,""responseTime"":8.852},{""id"":704515,""beta"":0.9814719000000001,""discountRate"":0.006759729,""choice"":1,""answer"":2,""responseTime"":6.28},{""id"":708611,""beta"":0.9815459,""discountRate"":0.0053348119999999995,""choice"":0,""answer"":1,""responseTime"":5.014},{""id"":708612,""beta"":0.9131362,""discountRate"":0.004846748,""choice"":0,""answer"":1,""responseTime"":4.002},{""id"":708613,""beta"":0.8671563000000001,""discountRate"":0.004294834,""choice"":0,""answer"":1,""responseTime"":3.984},{""id"":708614,""beta"":0.8370622,""discountRate"":0.003913913,""choice"":0,""answer"":1,""responseTime"":3.121},{""id"":708615,""beta"":0.8134663000000001,""discountRate"":0.003606429}]",1,,,,,,0,0,26,27,28,19,7,6,3500,,3250,,4,1,1,1,1,1,1,0,1,1,,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,5000,,500,100,4,1,760,3.73,2,1,5,8,1,40.81159973,-73.95500183,-1,"Monday, January 28, 2019","Monday, January 28, 2019",158.222.149.6,0.8134663,0.003606429,0.113096036,0.33629754,0.886903964,0.003222678,0.473008236,2268,ChoiceCC,158.222.149.6,83,83,2268,90.277,1,9.110433579,0,1.955577119,9.501420946,90.277,158.222.149.6,11,0.903904012,0.003090482,0.448848252
R_3COyHs3xsUdRLl3,Default Response Set,Anonymous,,,158.222.213.90,0,1/29/2019 4:52,1/29/2019 5:02,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":14.911},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":7.39},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":1,""answer"":2,""responseTime"":5.643},{""id"":393217,""beta"":2,""discountRate"":0.03338353,""choice"":1,""answer"":2,""responseTime"":3.15},{""id"":458753,""beta"":2,""discountRate"":0.03338227,""choice"":1,""answer"":2,""responseTime"":6.195},{""id"":491521,""beta"":2,""discountRate"":0.022365799999999998,""choice"":0,""answer"":1,""responseTime"":4.247},{""id"":491522,""beta"":0.9842949000000001,""discountRate"":0.01369354,""choice"":0,""answer"":1,""responseTime"":4.118},{""id"":491523,""beta"":1.0397889999999999,""discountRate"":0.01693479,""choice"":0,""answer"":1,""responseTime"":5.288},{""id"":491524,""beta"":0.9301774,""discountRate"":0.01539615,""choice"":1,""answer"":2,""responseTime"":6.863},{""id"":493572,""beta"":0.9733203,""discountRate"":0.01598428,""choice"":0,""answer"":1,""responseTime"":2.893},{""id"":493573,""beta"":0.9886722,""discountRate"":0.01841569,""choice"":1,""answer"":2,""responseTime"":7.031},{""id"":494085,""beta"":0.9762131,""discountRate"":0.01647733,""choice"":1,""answer"":2,""responseTime"":2.799},{""id"":494341,""beta"":1.003228,""discountRate"":0.01689748}]",,,,,1,,0,0,20,14,54,12,8,8,,1799.5,,1799.5,3,1,0,0,0,0,0,0,1,,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,,100,500,400,4,1,N/A,3.8,2,1,4,3,1,40.82460022,-73.95069885,-1,"Tuesday, January 29, 2019","Tuesday, January 29, 2019",158.222.213.90,1.003228,0.01689748,0.036596319,0.191301643,0.963403681,0.013197597,0.068509331,2405,ChoiceCC_o3,158.222.213.90,47,47,2405,169.489,1,6.8556546,0,2.229141517,13.01879411,169.489,158.222.213.90,12,0.927113116,0.005354452,0.342939611
R_ZlqbxjJJpHVV1Kh,Default Response Set,Anonymous,,,160.39.13.165,0,1/28/2019 21:52,1/28/2019 22:07,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":24.561},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":10.842},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":8.202},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":8.9},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":6.063},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":4.152},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.548},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":10.101},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":3.77},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":4.778},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":2.862},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":3.237},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",1,,,,,,0,0,10,10,50,30,10,9,3500,,2249.5,,10,1,1,1,1,1,0,0,1,2,,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,200,,500,500,3,1,740,65%,2,2,,,1,40.79750061,-73.96829987,-1,"Monday, January 28, 2019","Monday, January 28, 2019",160.39.13.165,1.027059,0.002599575,0.040900253,0.20223811,0.959099747,0.0010303,0.71737058,2399,ChoiceCC_o4,160.39.13.165,50,50,2399,50.906,1,7.071067812,0,1.706768973,7.134844077,50.906,160.39.13.165,13,0.951997014,0.00131161,0.635631351
R_1i4nf7MzJPTvI5X,Default Response Set,Anonymous,,,160.39.20.77,0,1/29/2019 12:08,1/30/2019 9:31,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":5.575},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.084},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.314},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":3.832},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":3.078},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.034},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":3.156},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":10.371},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.935},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":1.677},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":2.327},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":1.852},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",1,,,,,,0,40,4,8,27,21,5,3,24.5,,1799.5,,3,1,1,1,1,1,1,1,1,2,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1000,,400,400,5,1,710,3.5,2,1,5,8,1,40.79750061,-73.96829987,-1,"Tuesday, January 29, 2019","Wednesday, January 30, 2019",160.39.20.77,1.056752,0.004782003,0.031443845,0.177324124,0.968556155,0.004359374,0.217658165,2433,ChoiceCC_o4,160.39.20.77,35,35,2433,24.696,1,5.916079783,0,1.392626616,4.969507018,24.696,160.39.20.77,14,0.955561441,0.003834096,0.264253617
R_2dEBtXXIP3fbl2w,Default Response Set,Anonymous,,,160.39.224.124,0,1/27/2019 8:28,1/27/2019 9:02,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":14.558},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":8.412},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.633},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":7.351},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":11.686},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":9.325},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":0,""answer"":1,""responseTime"":8.229},{""id"":737283,""beta"":0.8234904,""discountRate"":0.0003973051,""choice"":0,""answer"":1,""responseTime"":17.92},{""id"":737284,""beta"":0.8303126,""discountRate"":0.0016411000000000002,""choice"":0,""answer"":1,""responseTime"":6.624},{""id"":737285,""beta"":0.7810733999999999,""discountRate"":0.000996241,""choice"":0,""answer"":1,""responseTime"":7.591},{""id"":737286,""beta"":0.7504019000000001,""discountRate"":0.0005694719,""choice"":1,""answer"":2,""responseTime"":7.768},{""id"":737798,""beta"":0.7520789,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.391},{""id"":737799,""beta"":0.7374214,""discountRate"":0}]",,,,1,1,,1,0,25,25,25,25,10,10,1799.5,,3250,,2,1,1,1,1,1,0,0,1,1,,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1000,,500,500,5,1,540,4,1,1,5,8,1,40.79750061,-73.96829987,-1,"Sunday, January 27, 2019","Sunday, January 27, 2019",160.39.224.124,0.7374214,0,0.188142192,0.433753608,0.811857808,0.00118917,0.715282475,2117,ChoiceCC_o3,160.39.224.124,136,136,2117,249.317,1,11.66190379,0,2.396751892,15.78977517,249.317,160.39.224.124,15,0.830608931,0.00151094,0.60279089
R_1d4E4SN0PRzAZ8v,Default Response Set,Anonymous,,,160.39.23.155,0,1/27/2019 15:37,1/27/2019 15:51,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":14.974},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.585},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":14.164},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":10.78},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":10.509},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":1,""answer"":2,""responseTime"":3.506},{""id"":704514,""beta"":2,""discountRate"":0.01101651,""choice"":1,""answer"":2,""responseTime"":6.178},{""id"":712706,""beta"":2,""discountRate"":0.011016479999999999,""choice"":1,""answer"":2,""responseTime"":2.733},{""id"":716802,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":3.017},{""id"":718850,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":3.877},{""id"":719874,""beta"":1.637751,""discountRate"":0.007527967,""choice"":1,""answer"":2,""responseTime"":2.834},{""id"":720386,""beta"":1.642692,""discountRate"":0.007532892,""choice"":1,""answer"":2,""responseTime"":2.608},{""id"":720642,""beta"":1.642841,""discountRate"":0.007533272}]",,,,,1,,0,6,6,4,70,14,9,7,,1049.5,,3250,3,1,1,1,1,0,0,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,100,200,100,4,1,690,3.7,1,1,5,7,1,40.79750061,-73.96829987,-1,"Sunday, January 27, 2019","Sunday, January 27, 2019",160.39.23.155,1.642841,0.007533272,0.019588719,0.139959705,0.980411281,0.003978449,0.301707769,2159,ChoiceCC_o4,160.39.23.155,156,156,2159,149.337,1,12.489996,0,2.174167423,12.22035188,149.337,160.39.23.155,16,1.010631474,0.004016732,0.273886983
R_1FmP7Vbqrv8B9U5,Default Response Set,Anonymous,,,160.39.23.221,0,1/28/2019 9:47,1/28/2019 10:06,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":56.414},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.724},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":33.395},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":0,""answer"":1,""responseTime"":20.266},{""id"":655362,""beta"":1.963486,""discountRate"":0.01178107,""choice"":1,""answer"":2,""responseTime"":19.496},{""id"":688130,""beta"":1.987655,""discountRate"":0.01190409,""choice"":1,""answer"":2,""responseTime"":11.232},{""id"":704514,""beta"":2,""discountRate"":0.01101651,""choice"":1,""answer"":2,""responseTime"":11.078},{""id"":712706,""beta"":2,""discountRate"":0.011016479999999999,""choice"":1,""answer"":2,""responseTime"":7.815},{""id"":716802,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":5.643},{""id"":718850,""beta"":2,""discountRate"":0.01014415,""choice"":1,""answer"":2,""responseTime"":16.042},{""id"":719874,""beta"":1.637751,""discountRate"":0.007527967,""choice"":1,""answer"":2,""responseTime"":3.678},{""id"":720386,""beta"":1.642692,""discountRate"":0.007532892,""choice"":0,""answer"":1,""responseTime"":8.1},{""id"":720387,""beta"":1.0239289999999999,""discountRate"":0.005166627}]",,,,,1,,0,0,15,15,50,20,10,10,399.5,,1399.5,,5,1,1,1,1,1,0,0,1,1,,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,120,,500,500,3,1,730,7-Jun,1,1,5,8,1,40.80000305,-73.9763031,-1,"Monday, January 28, 2019","Monday, January 28, 2019",160.39.23.221,1.023929,0.005166627,0.03418827,0.184900704,0.96581173,0.003264703,0.403578501,2233,ChoiceCC_o2,160.39.23.221,162,162,2233,377.88,1,12.72792206,0,2.577353907,19.43913578,377.88,160.39.23.221,17,0.954086709,0.00358542,0.327115479
R_1jBZ96tASaolvhl,Default Response Set,Anonymous,,,160.39.29.64,0,1/26/2019 10:23,1/26/2019 10:36,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":37.976},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":10.42},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":8.497},{""id"":262146,""beta"":1.03663,""discountRate"":0.04999005,""choice"":0,""answer"":1,""responseTime"":8.506},{""id"":262147,""beta"":0.8136899000000001,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":9.964},{""id"":294915,""beta"":0.8879022,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":21.74},{""id"":294916,""beta"":0.8753422999999999,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.556},{""id"":294917,""beta"":0.8170529,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.809},{""id"":294918,""beta"":0.7571539,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":3.9},{""id"":294919,""beta"":0.7465189999999999,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":6.831},{""id"":294920,""beta"":0.7024592,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":4.542},{""id"":295432,""beta"":0.7252552999999999,""discountRate"":0.05,""choice"":0,""answer"":1,""responseTime"":2.181},{""id"":295433,""beta"":0.6823037,""discountRate"":0.05}]",,,,,1,,0,2,30,30,30,8,8,6,1049.5,,599.5,,1,1,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3000,,400,500,6,1,730,3.7,2,1,5,8,1,40.79750061,-73.96829987,-1,"Saturday, January 26, 2019","Saturday, January 26, 2019",160.39.29.64,0.6823037,0.05,0.140664167,0.375052219,0.859335833,0.007314467,0.36122069,2079,ChoiceCC_o4,160.39.29.64,59,59,2079,173.433,1,7.681145748,0,2.239131736,13.16939634,173.433,160.39.29.64,18,0.926614443,0.002393986,0.630378149
R_88rTtffjjaO5mRX,Default Response Set,Anonymous,,,160.39.30.162,0,1/28/2019 17:39,1/28/2019 17:48,1,A,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":0,""answer"":1,""responseTime"":13.67},{""id"":1,""beta"":0.6703449,""discountRate"":0.05,""choice"":1,""answer"":2,""responseTime"":9.015},{""id"":262145,""beta"":1.5467129999999998,""discountRate"":0.04999005,""choice"":1,""answer"":2,""responseTime"":10.551},{""id"":393217,""beta"":2,""discountRate"":0.03338353,""choice"":0,""answer"":1,""responseTime"":5.919},{""id"":393218,""beta"":0.7481733,""discountRate"":0.01357616,""choice"":0,""answer"":1,""responseTime"":11.401},{""id"":393219,""beta"":0.8407138000000001,""discountRate"":0.02041512,""choice"":0,""answer"":1,""responseTime"":3.032},{""id"":393220,""beta"":0.7818267,""discountRate"":0.01952148,""choice"":0,""answer"":1,""responseTime"":6.008},{""id"":393221,""beta"":0.8442434,""discountRate"":0.0261337,""choice"":0,""answer"":1,""responseTime"":4.622},{""id"":393222,""beta"":0.8103330000000001,""discountRate"":0.02569052,""choice"":0,""answer"":1,""responseTime"":6.007},{""id"":393223,""beta"":0.7025722999999999,""discountRate"":0.0270141,""choice"":1,""answer"":2,""responseTime"":2.848},{""id"":394247,""beta"":0.7509884,""discountRate"":0.02852587,""choice"":0,""answer"":1,""responseTime"":4.808},{""id"":394248,""beta"":0.7908085,""discountRate"":0.03281461,""choice"":0,""answer"":1,""responseTime"":1.951},{""id"":394249,""beta"":0.8169093,""discountRate"":0.03865151}]",1,,,,1,,0,0,27,36,27,10,5,5,399.5,,249.5,,100,1,1,1,1,1,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,100,,400,300,6,1,710,3.4,2,1,4,8,1,40.80000305,-73.9763031,-1,"Monday, January 28, 2019","Monday, January 28, 2019",160.39.30.162,0.8169093,0.03865151,0.187087169,0.432535743,0.812912831,0.020473414,0.078907352,2343,ChoiceCC_o4,160.39.30.162,83,83,2343,97.053,1,9.110433579,0,1.987008964,9.851548102,97.053,160.39.30.162,19,0.876708729,0.003570555,0.33661374
R_3M9d4VUXBxLxUA2,Default Response Set,Anonymous,,,160.39.30.92,0,1/28/2019 14:32,1/28/2019 14:59,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":8.018},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":7.751},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":19.868},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":18.71},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":11.854},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":7.216},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":10.863},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":1,""answer"":2,""responseTime"":31.176},{""id"":749570,""beta"":0.9755389,""discountRate"":0.0012875640000000002,""choice"":0,""answer"":1,""responseTime"":9.185},{""id"":749571,""beta"":0.9822664,""discountRate"":0.001837015,""choice"":1,""answer"":2,""responseTime"":8.354},{""id"":750595,""beta"":1.008024,""discountRate"":0.002114382,""choice"":0,""answer"":1,""responseTime"":7.701},{""id"":750596,""beta"":1.011687,""discountRate"":0.002422285,""choice"":1,""answer"":2,""responseTime"":5.498},{""id"":750852,""beta"":1.027059,""discountRate"":0.002599575}]",1,,,,1,,0,0,20,0,60,20,9,8,,1049.5,,2249.5,100,1,1,1,1,1,0,0,1,,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,,5,300,50,6,1,740,3,1,1,4,7,1,40.79750061,-73.96829987,-1,"Monday, January 28, 2019","Monday, January 28, 2019",160.39.30.92,1.027059,0.002599575,0.041424265,0.203529518,0.958575735,0.000911232,0.746324037,2295,ChoiceCC_o2,160.39.30.92,103,103,2295,158.183,1,10.14889157,0,2.199159808,12.57708233,158.183,160.39.30.92,20,0.952586977,0.001500278,0.633412333
R_1hGOE9knHjcvx7a,Default Response Set,Anonymous,,,160.39.34.99,0,1/24/2019 19:15,1/24/2019 19:29,1,B,1,"[{},{""id"":0,""beta"":0.8,""discountRate"":0.008,""choice"":1,""answer"":2,""responseTime"":8.321},{""id"":524288,""beta"":1.058589,""discountRate"":0,""choice"":0,""answer"":1,""responseTime"":4.968},{""id"":524289,""beta"":0.8798351,""discountRate"":0.002765065,""choice"":1,""answer"":2,""responseTime"":4.168},{""id"":655361,""beta"":1.42172,""discountRate"":0.008094475,""choice"":1,""answer"":2,""responseTime"":14.15},{""id"":720897,""beta"":1.054489,""discountRate"":0.0028856420000000003,""choice"":0,""answer"":1,""responseTime"":4.472},{""id"":720898,""beta"":0.9542596000000001,""discountRate"":0.0027734829999999998,""choice"":1,""answer"":2,""responseTime"":3.873},{""id"":737282,""beta"":0.9499832,""discountRate"":0.002062593,""choice"":1,""answer"":2,""responseTime"":5.16},{""id"":745474,""beta"":0.9890051,""discountRate"":0.002527052,""choice"":0,""answer"":1,""responseTime"":7.788},{""id"":745475,""beta"":0.9934161,""discountRate"":0.003473677,""choice"":1,""answer"":2,""responseTime"":3.547},{""id"":747523,""beta"":1.02146,""discountRate"":0.0037045990000000003,""choice"":1,""answer"":2,""responseTime"":6.298},{""id"":748547,""beta"":1.04018,""discountRate"":0.0038568689999999997,""choice"":1,""answer"":2,""responseTime"":5.858},{""id"":749059,""beta"":1.054044,""discountRate"":0.003968287,""choice"":0,""answer"":1,""responseTime"":3.221},{""id"":749060,""beta"":1.056752,""discountRate"":0.004782003}]",1,,,,,,0,0,20,20,40,20,10,7,,599.5,,2249.5,200,1,1,0,0,0,0,0,1,,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,,50,300,200,2,1,740,3.3,1,1,5,8,1,40.79750061,-73.96829987,-1,"Thursday, January 24, 2019","Thursday, January 24, 2019",160.39.34.99,1.056752,0.004782003,0.03272446,0.180899032,0.96727554,0.004087905,0.250054974,2022,ChoiceCC,160.39.34.99,72,72,2022,72.816,1,8.485281374,0,1.862226818,8.533229166,72.816,160.39.34.99,21,0.952113211,0.003919591,0.2470406
